CustomerID|NameStyle|Title|FirstName|MiddleName|LastName|Suffix|CompanyName|SalesPerson|EmailAddress|Phone|rowguid
460|0|Ms.|Martha|R.|Espinoza|NULL|Price-Cutter Discount Bikes|adventure-works\josé1|martha0@adventure-works.com|753-555-0179|E7069C91-9479-4CC0-BE91-991AA1447AF6
461|0|Mr.|Glenn|J.|Track|II|Active Life Toys|adventure-works\josé1|glenn0@adventure-works.com|907-555-0170|25EE1C59-AA4A-44E6-AD18-70F2B8FDE302
462|0|Mr.|Bob|NULL|Gage|NULL|General Riding Supplies|adventure-works\garrett1|bob1@adventure-works.com|962-555-0175|5C085E79-91EE-4855-92C2-BA36CD6980E0
466|0|Sra.|Janeth|NULL|Esteves|NULL|Central Bicycle Specialists|adventure-works\jae0|janeth1@adventure-works.com|1 (11) 500 555-0136|94B95997-FD84-4632-BB16-6F21FE706051
468|0|Mr.|Paul|J.|Fulton|NULL|Blue Bicycle Company|adventure-works\michael9|paul3@adventure-works.com|492-555-0146|ED1FF0E0-836D-42B3-A9DC-F8FAAF32ADBA
469|0|Ms.|Twanna|R.|Evans|NULL|Vast Bike Sales and Rental|adventure-works\pamela0|twanna0@adventure-works.com|554-555-0124|F9EEC39E-A3A3-41AB-8ABD-1AB31C0B729B
470|0|Ms.|Delia|B.|Toone|NULL|Wingtip Toys|adventure-works\david8|delia0@adventure-works.com|328-555-0192|D7B637CF-C957-41C1-AE45-590A1A9F4527
471|0|Mr.|John|NULL|Ford|NULL|Social Activities Club|adventure-works\jillian0|john19@adventure-works.com|596-555-0153|7578FA92-B7BF-4FA8-94E3-186B08221382
472|0|Ms.|Ann|R.|Evans|NULL|Summer Sports Place|adventure-works\jillian0|ann1@adventure-works.com|252-555-0127|DCEDC9D8-C1FD-4720-95F2-4BE8C5A8B5D1
473|0|Ms.|Kay|E.|Krane|NULL|Racing Toys|adventure-works\shu0|kay0@adventure-works.com|731-555-0187|BDC2CD6E-0FF5-4AF8-A5B2-EEAF07B882E5
474|0|Mr.|Mihail|NULL|Frintu|NULL|Retail Cycle Shop|adventure-works\linda3|mihail1@adventure-works.com|777-555-0163|9437F421-4E1A-4223-8D41-B3008BC7BBC9
475|0|Mr.|John|NULL|Evans|NULL|Real Sporting Goods|adventure-works\shu0|john17@adventure-works.com|581-555-0172|14CA36FA-E45C-421C-BB5A-22CDE0946AEA
478|0|Ms.|Ruby Sue|R.|Styles|NULL|Major Cycling|adventure-works\josé1|rubysue0@adventure-works.com|512-555-0122|E76A3EC3-581B-456B-9415-5853EE013816
479|0|Ms.|Lori|NULL|Kane|NULL|General Supplies|adventure-works\josé1|lori2@adventure-works.com|765-555-0141|DDF27582-0D9B-45A9-B605-AB01D2C1C3B8
480|0|Ms.|Susan|E.|French|NULL|General Bike Corporation|adventure-works\garrett1|susan3@adventure-works.com|994-555-0194|3AECCDDA-2012-468E-858E-3BE516A77FA0
484|0|Mr.|Gary|J.|Suess|NULL|Downhill Bicycle Specialists|adventure-works\jae0|gary5@adventure-works.com|1 (11) 500 555-0199|37398B37-B78B-4460-B012-665828C6B9EC
487|0|Ms.|Ruth|J.|Suffin|NULL|Bike Experts|adventure-works\pamela0|ruth2@adventure-works.com|924-555-0195|4EE55CA2-F2AC-4E5B-BCEC-B23C09FB345B
488|0|Ms.|Margaret|J.|Smith|NULL|Bicycle Accessories and Kits|adventure-works\david8|margaret0@adventure-works.com|959-555-0151|C4647E94-EB39-4FE5-B856-FA982709A6DA
489|0|Ms.|Dorothy|J.|Fox|NULL|Cash & Carry Bikes|adventure-works\jillian0|dorothy1@adventure-works.com|191-555-0198|2B107C53-4450-4179-A330-516FF82E4744
490|0|Ms.|Elizabeth|J.|Sullivan|NULL|Extraordinary Bike Works|adventure-works\jillian0|elizabeth4@adventure-works.com|306-555-0112|AB26F88E-ABDE-4122-B772-34940B143427
491|0|Ms.|Frances|B.|Adams|NULL|Area Bike Accessories|adventure-works\shu0|frances0@adventure-works.com|991-555-0183|28A9945C-B9B3-4A24-B367-D17BCC0AE82E
492|0|Mr.|Garth|NULL|Fort|NULL|Basic Sports Equipment|adventure-works\linda3|garth0@adventure-works.com|768-555-0125|8194B68E-AF15-4EDC-B403-6C8F7475492B
493|0|Mr.|Michael|NULL|Sullivan|NULL|Valley Bicycle Distributors|adventure-works\shu0|michael24@adventure-works.com|323-555-0113|B143978A-3FC9-4077-A70A-DB4DFACEDC79
496|0|Ms.|Marcia|J.|Sultan|NULL|Top Sports Supply|adventure-works\josé1|marcia0@adventure-works.com|613-555-0116|9D1A7488-6CD7-4866-A0A4-DD3A8A850ED0
497|0|Ms.|Amy|E.|Alberts|NULL|Valley Toy Store|adventure-works\josé1|amy1@adventure-works.com|727-555-0115|9FC698D8-A5D6-4971-BFB4-9A4D8988DB58
498|0|Ms.|Kelly|NULL|Focht|NULL|Quick Delivery Service|adventure-works\garrett1|kelly0@adventure-works.com|272-555-0123|E3A756B3-EE63-4AC7-A799-B1FA170EDDE6
502|0|Mr.|Krishna|NULL|Sunkammurali|NULL|Metropolitan Bicycle Supply|adventure-works\jae0|krishna1@adventure-works.com|1 (11) 500 555-0177|E8DD8339-8804-46F2-AC6C-BCE931FF0831
504|0|Ms.|Mae|M.|Black|NULL|Historic Bicycle Sales|adventure-works\michael9|mae1@adventure-works.com|264-555-0143|240578AC-2179-4ACA-83D8-C647C8F668CD
505|0|Mr.|Brad|NULL|Sutton|NULL|Honest Repair Service|adventure-works\pamela0|brad0@adventure-works.com|688-555-0115|4F32A900-A34B-4448-A72C-196A1C553073
506|0|Mr.|François|NULL|Ferrier|NULL|Great Bikes |adventure-works\david8|françois1@adventure-works.com|571-555-0128|794AA83A-293D-4A91-BCF5-D40471B46569
507|0|Mr.|Mary|NULL|Bishop|NULL|Global Sporting Goods|adventure-works\jillian0|mary4@adventure-works.com|176-555-0136|2C2F6363-D05A-4ED4-8896-E321413D4FF3
508|0|Mr.|Martin|J.|Svoboda|IV|Designer Department Stores|adventure-works\jillian0|martin1@adventure-works.com|132-555-0149|4DA216F0-E0FC-43F1-847B-C0445EBFDA46
509|0|Mr.|Robert|E.|Ahlering|NULL|Fun Toys and Bikes|adventure-works\shu0|robert1@adventure-works.com|678-555-0175|78ED169F-C38F-44F9-9ABC-2A65D87C7F7D
510|0|Mr.|Jimmy|NULL|Bischoff|NULL|World Bike Discount Store|adventure-works\linda3|jimmy1@adventure-works.com|992-555-0111|6EE9D652-6F65-4F4D-AF0B-3A82CB34C5F1
511|0|Mr.|Abraham|L.|Swearengin|NULL|Wheel Gallery|adventure-works\shu0|abraham0@adventure-works.com|926-555-0136|39A1E62C-4669-4731-9D99-F74D0A4979D7
514|0|Mr.|Ryan|NULL|Calafato|NULL|Retail Mall|adventure-works\josé1|ryan1@adventure-works.com|726-555-0155|F7FA597E-BE0A-4488-9101-A6CD272DBF47
515|0|Mr.|Dragan|NULL|Tomic|NULL|Rural Bicycle Supply|adventure-works\josé1|dragan1@adventure-works.com|833-555-0167|0D4A67DB-594A-4131-A3C8-51C76265B3C5
516|0|Mr.|Thomas|R.|Michaels|NULL|Seats and Saddles Company|adventure-works\garrett1|thomas2@adventure-works.com|162-555-0174|3E567502-B73A-49CB-BFA4-89E32F3BF89D
520|0|Ms.|Mari|B.|Caldwell|NULL|Metro Metals Co.|adventure-works\jae0|mari0@adventure-works.com|1 (11) 500 555-0118|34C094D7-8C79-47A5-B192-9597826BD55D
523|0|Ms.|Mary|M.|Gimmi|NULL|Futuristic Sport Distributors|adventure-works\shu0|mary6@adventure-works.com|149-555-0196|ED034862-2FAA-4C55-AFB3-052D06A2191E
526|0|Mr.|David|L.|Givens|NULL|Finer Sales and Service|adventure-works\josé1|david15@adventure-works.com|605-555-0111|34242469-AE37-497E-920E-AD364D7EFF4C
527|0|Ms.|Diane|NULL|Tibbott|NULL|Fun Times Club|adventure-works\shu0|diane5@adventure-works.com|847-555-0184|B43C442C-796E-4B1F-85F3-233A02F5F7ED
528|0|Ms.|Helen|M.|Meyer|NULL|Alpine Ski House|adventure-works\linda3|helen2@adventure-works.com|519-555-0112|1264D83B-3ABB-4A87-B473-E30B96F55BB6
529|0|Ms.|Jeanie|R.|Glenn|PhD|Big-Time Bike Store|adventure-works\shu0|jeanie0@adventure-works.com|669-555-0149|7BA3FEF2-3B40-4490-9601-3D5705B0FF7A
532|0|Ms.|Diane|R.|Glimp|NULL|The Showroom|adventure-works\josé1|diane3@adventure-works.com|898-555-0137|60E33181-3EE5-4F24-B543-90F7CA6CFDC2
533|0|Ms.|Yuping|NULL|Tian|NULL|Tenth Bike Store|adventure-works\josé1|yuping0@adventure-works.com|744-555-0123|89E3BBB3-134C-465B-A2BD-558EA54D3D9E
534|0|Mr.|Stephen|A.|Mew|NULL|Recommended Bicycles|adventure-works\garrett1|stephen4@adventure-works.com|399-555-0114|24A6A509-B31C-49F5-BF0D-6A0C40B5B740
538|0|Mr.|John|R.|Brooks|NULL|Prosperous Tours|adventure-works\jae0|john12@adventure-works.com|1 (11) 500 555-0179|35E95974-7000-4081-A041-64011DE880A2
541|0|Mr.|Willie|P.|Brooks|Jr.|Nonskid Tire Company|adventure-works\pamela0|willie0@adventure-works.com|525-555-0174|889515AC-044F-41E5-9D12-B82D6E32EAB6
542|0|Mr.|Andrew|P.|Kobylinski|NULL|Finer Parts Shop|adventure-works\david8|andrew5@adventure-works.com|129-555-0185|6AF61284-02DF-41BA-A0E0-2B1728B2CF7A
543|0|Mr.|R. Morgan|L.|Mendoza|NULL|Friendly Neighborhood Bikes|adventure-works\jillian0|rmorgan0@adventure-works.com|963-555-0146|C26F1F97-AF69-4F04-90EB-CAD58466F730
544|0|Mr.|Jay|NULL|Adams|NULL|Valley Bicycle Specialists|adventure-works\jillian0|jay1@adventure-works.com|158-555-0142|70259E78-E301-494B-B26D-40D663DBB3DE
545|0|Mr.|Christian|NULL|Kleinerman|NULL|Finish and Sealant Products|adventure-works\shu0|christian1@adventure-works.com|362-555-0177|7118CA63-B79E-4E8A-B70D-7DF409B7F23A
546|0|Mr.|Anton|NULL|Kirilov|NULL|Field Trip Store|adventure-works\linda3|anton0@adventure-works.com|608-555-0162|298DE006-BED6-4E13-B659-3F9422750943
547|0|Ms.|Gladys|F.|Mendiola|NULL|Curbside Sporting Goods|adventure-works\shu0|gladys0@adventure-works.com|535-555-0189|522CDA1C-21B1-4316-8FD6-654EB8A043BD
550|0|Ms.|Raquel|NULL|Mello|NULL|Remote Bicycle Specialists|adventure-works\josé1|raquel0@adventure-works.com|723-555-0124|DEFE32C0-E965-40EE-A991-69DCA4BEDCE6
551|0|Mr.|Samuel|N.|Agcaoili|NULL|Vinyl and Plastic Goods Corporation|adventure-works\josé1|samuel0@adventure-works.com|554-555-0110|85A3A976-A059-4FB9-BAB9-569C4EAD0869
552|0|Mr.|Tim|NULL|Kim|NULL|Consolidated Messenger|adventure-works\garrett1|tim0@adventure-works.com|244-555-0115|B6D14407-6E95-452D-9ED4-D72D111A5BE7
556|0|Ms.|Nancy|A.|McPhearson|NULL|Variety Cycling|adventure-works\jae0|nancy3@adventure-works.com|1 (11) 500 555-0195|AF0745DF-2902-4BDE-9F2B-48CA6A81CEEF
559|0|Ms.|Nkenge|NULL|McLin|NULL|Some Discount Store|adventure-works\pamela0|nkenge0@adventure-works.com|158-555-0123|487EDB3A-23A8-4D1D-B1FF-FCDDCBDBC97E
560|0|Mr.|Paul|L.|Alcorn|NULL|Major Sport Suppliers|adventure-works\david8|paul2@adventure-works.com|331-555-0162|B4402FBC-ADE6-41E7-BAEF-11BF1157F658
561|0|Mr.|Marvin|N.|Allen|NULL|Mountain Toy Store|adventure-works\jillian0|marvin0@adventure-works.com|447-555-0110|E8C7FF14-1BED-4405-8E3A-B744C8A29CD8
562|0|Ms.|Yvonne|NULL|McKay|NULL|Practical Bike Supply Company|adventure-works\jillian0|yvonne1@adventure-works.com|623-555-0144|CDFD5261-BA2C-46D1-9CE3-D083483A5CD2
563|0|Mr.|Sean|P.|Jacobson|NULL|Systematic Sales|adventure-works\shu0|sean2@adventure-works.com|555-555-0162|64A38F14-8B74-4798-91A0-56CB5D01AD1D
564|0|Ms.|Michelle|NULL|Alexander|NULL|Imported and Domestic Cycles|adventure-works\linda3|michelle0@adventure-works.com|115-555-0175|7F79FF5A-E220-46F7-BEC3-E6FFDABEBB2C
565|0|Mr.|Richard|M.|Bentley|Jr.|Metallic Paint and Overcoat Co|adventure-works\shu0|richard0@adventure-works.com|911-555-0153|795FED3E-6216-4F65-870B-ACA2E485AD97
568|0|Mr.|Curtis|P.|Howard|NULL|Economy Center|adventure-works\josé1|curtis0@adventure-works.com|555-555-0162|4CE1F27A-361E-4C9D-9C89-D5E0104EBB96
569|0|Mr.|Cecil|J.|Allison|NULL|Designated Distributors|adventure-works\josé1|cecil0@adventure-works.com|699-555-0155|3BC5888D-DAB7-44EA-91DB-A50E0EC70BA5
570|0|Mr.|Gregory|F.|Alderson|NULL|Family's Favorite Bike Shop|adventure-works\garrett1|gregory0@adventure-works.com|968-555-0153|8F7E5659-CA92-4048-BAFF-F4B6E80A8801
574|0|Ms.|Janice|K.|Hows|NULL|Area Sheet Metal Supply|adventure-works\jae0|janice1@adventure-works.com|1 (11) 500 555-0119|570C76DB-C00E-420C-AF27-40E55457FFD4
577|0|Mr.|George|M.|Huckaby|NULL|Synthetic Materials Manufacturing|adventure-works\pamela0|george1@adventure-works.com|851-555-0127|4FD75307-57E3-44B4-99F7-FB0206F5222E
578|0|Ms.|Carolyn|NULL|Farino|NULL|The Bike Shop|adventure-works\david8|carolyn0@adventure-works.com|957-555-0125|82B2F273-C9F6-4B40-B0DA-F1AE0D6CB581
579|0|Ms.|Kim|NULL|Abercrombie|NULL|Riders Company|adventure-works\jillian0|kim2@adventure-works.com|334-555-0137|ADA28DF5-683F-47E6-9D05-7C22DD329440
580|0|Mr.|Joshua|J.|Huff|NULL|Rural Sales and Service|adventure-works\jillian0|joshua0@adventure-works.com|190-555-0186|FE870DE4-818A-495D-BA9E-875CB8212233
581|0|Ms.|Geri|P.|Farrell|NULL|Safe Toys|adventure-works\shu0|geri0@adventure-works.com|329-555-0183|DE11580B-02D7-4DB2-AEEC-ECA3E3CCFDC9
582|0|Ms.|Catherine|R.|Abel|NULL|Professional Sales and Service|adventure-works\linda3|catherine0@adventure-works.com|747-555-0171|D05CCF47-0563-44EE-8CC9-ECBC5A5A3BEB
583|0|Ms.|Laura|C.|Steele|NULL|Professional Containers and Packaging Co.|adventure-works\shu0|laura3@adventure-works.com|741-555-0173|16ACF91D-EF89-41CC-86CE-72A39B05E97D
586|0|Ms.|Shanay|B.|Steelman|NULL|One Bike Company|adventure-works\josé1|shanay0@adventure-works.com|797-555-0118|A99CAE9B-1011-4551-976C-EC06A5EDF5D7
587|0|Ms.|Rhoda|J.|Finley|NULL|Our Sporting Goods Store|adventure-works\josé1|rhoda0@adventure-works.com|920-555-0191|D4D20D5D-C11E-41D9-8FB7-11CC69AA3FE4
588|0|Mr.|Pat|A.|Chambers|NULL|General Cycle Storehouse|adventure-works\garrett1|pat1@adventure-works.com|127-555-0124|41DDDC8E-86E3-4073-9868-25DCF32918B3
592|0|Mr.|Stefano|NULL|Stefani|NULL|Cycling Goods|adventure-works\jae0|stefano0@adventure-works.com|1 (11) 500 555-0115|13F01A4D-69BE-4DC7-9BFC-2339B0011D37
595|0|Mr.|Alan|NULL|Steiner|NULL|Cycle Clearance|adventure-works\pamela0|alan4@adventure-works.com|792-555-0194|9C979E0C-9613-4D25-A2FB-F11DB162FE11
596|0|Ms.|Kathie|NULL|Flood|NULL|Coho Sports|adventure-works\david8|kathie1@adventure-works.com|627-555-0192|45E57628-05C0-4CF7-B920-446DB8449713
597|0|Mr.|Bob|NULL|Hodges|NULL|All Seasons Sports Supply|adventure-works\jillian0|bob2@adventure-works.com|129-555-0120|544A635A-DBDF-4352-8654-EAC27DC3B3E0
598|0|Mr.|Derik|NULL|Stenerson|NULL|Black Bicycle Company|adventure-works\jillian0|derik0@adventure-works.com|441-555-0144|677DA2FB-A3EF-4EB3-A520-23AFBBF29226
599|0|Mr.|Raul|E.|Casts|NULL|Westside Plaza|adventure-works\shu0|raul0@adventure-works.com|362-555-0162|3B2D46BA-B6E4-44CB-8148-1217A3CCFA89
600|0|Ms.|Holly|J.|Holt|NULL|Strenuous Exercise Shop|adventure-works\linda3|holly1@adventure-works.com|654-555-0150|676F1FB0-E203-4E91-A603-B23A7916A565
601|0|Mr.|Vassar|J.|Stern|NULL|Transport Bikes|adventure-works\shu0|vassar0@adventure-works.com|328-555-0123|9B833B71-5745-4582-A38D-8C23A0DD4837
604|0|Ms.|Wathalee|R.|Steuber|NULL|Sellers of Cycles|adventure-works\pamela0|wathalee0@adventure-works.com|517-555-0120|16A45C72-62FB-4A9F-BAE7-BFEA490BD4C4
605|0|Mr.|Matthew|J.|Cavallari|NULL|Outstanding Cycles|adventure-works\david8|matthew1@adventure-works.com|695-555-0161|0938B90F-1DC9-4F5E-B37D-3DFF2DBCD276
606|0|Ms.|Helge|NULL|Hoeing|NULL|Little Bicycle Supply Shop|adventure-works\jillian0|helge0@adventure-works.com|850-555-0198|EFB59C1A-467F-4946-BCE9-72EA3E3E2236
607|0|Ms.|Alice|M.|Steiner|NULL|Maintenance and Repair for Bicycles|adventure-works\jillian0|alice4@adventure-works.com|355-555-0180|0592BD1D-8A90-4BBC-A5FA-5B10B60B6A3F
608|0|Mr.|Steven|B.|Brown|IV|Golf and Cycle Store|adventure-works\shu0|steven1@adventure-works.com|280-555-0124|2405C543-8822-44AD-98C6-6FB653FD9A07
609|0|Mr.|David|NULL|Hodgson|NULL|Good Toys|adventure-works\linda3|david16@adventure-works.com|969-555-0117|907AF75B-4DBD-4E50-A0C8-3205595987B4
610|0|Ms.|Liza Marie|N.|Stevens|NULL|Fitness Department Stores|adventure-works\shu0|lizamarie0@adventure-works.com|366-555-0110|383EBD5E-A839-4FC1-95BF-C40FF1245204
613|0|Mr.|Jim|NULL|Stewart|NULL|Famous Bike Shop|adventure-works\garrett1|jim5@adventure-works.com|226-555-0110|05B7B25A-0E97-4F07-9A87-0627F354A45F
617|0|Ms.|Arlene|NULL|Huff|NULL|Tubeless Tire Company|adventure-works\jae0|arlene0@adventure-works.com|1 (11) 500 555-0146|44F580C3-4D01-41C8-964D-24DE6CBE51FC
620|0|Mr.|Matthew|M.|Hunter|NULL|Tires and Tubes|adventure-works\pamela0|matthew4@adventure-works.com|482-555-0188|401C7B5F-4FF0-4E29-9102-319CB883C11D
621|0|Mr.|Matthew|NULL|Hink|NULL|Running and Cycling Gear|adventure-works\david8|matthew3@adventure-works.com|146-555-0176|A8ACF94D-2B05-4EF4-96EA-87B3466619C5
622|0|Mr.|Robert|B.|Stotka|NULL|Gift and Toy Store|adventure-works\jillian0|robert12@adventure-works.com|493-555-0185|E9A23E4B-7EFE-43AD-9B10-789511309827
623|0|Ms.|Phyllis|R.|Huntsman|NULL|Hardware Components|adventure-works\jillian0|phyllis1@adventure-works.com|153-555-0195|9DEF17D4-B251-405F-A854-70A33DEBBBE9
624|0|Mr.|Mike|NULL|Hines|NULL|First Cycle Store|adventure-works\shu0|mike3@adventure-works.com|454-555-0160|EB4B75A2-CA46-4B7D-BCBB-EAA8D41E8659
625|0|Ms.|Kayla|M.|Stotler|NULL|Major Sporting Goods|adventure-works\linda3|kayla0@adventure-works.com|315-555-0131|8E200319-3DBD-43A6-8AAA-82D7866314A9
626|0|Mr.|Lawrence|E.|Hurkett|NULL|Retail Sporting Goods|adventure-works\shu0|lawrence0@adventure-works.com|129-555-0185|03363CF0-DF23-4060-B0E1-E023CDF7BE08
629|0|Mr.|Ryan|NULL|Ihrig|NULL|Efficient Cycling|adventure-works\josé1|ryan4@adventure-works.com|809-555-0152|2B7A6FF6-7BD4-4E4E-896C-42A76AC54270
630|0|Mr.|Andrew|R.|Hill|NULL|Eastside Parts Shop|adventure-works\josé1|andrew4@adventure-works.com|194-555-0149|05B08B9B-B1EA-469E-B314-C43E5A3EFE1A
631|0|Mr.|Robert|P.|Lyeba|NULL|Tandem Sales and Service|adventure-works\garrett1|robert8@adventure-works.com|631-555-0155|FB9DC661-95E0-4E69-9AF7-4122CB8AA87A
635|0|Mr.|Roger|NULL|Van Houten|NULL|Sports Store|adventure-works\jae0|roger2@adventure-works.com|1 (11) 500 555-0110|7F84FF66-311C-4396-A5BA-D2470EAADA21
637|0|Mr.|Robert|NULL|Lyon|NULL|Reliable Retail Center|adventure-works\garrett1|robert9@adventure-works.com|666-555-0143|65C25750-C07B-431C-9519-BBCAA7AA6B34
641|0|Ms.|Rose|M.|Vandenouer|NULL|Extended Tours|adventure-works\jae0|rose1@adventure-works.com|1 (11) 500 555-0140|321EBC1B-7B5A-449C-8288-26AD3A2D1CAA
643|0|Ms.|Denise|R.|Maccietto|NULL|Friendly Bike Shop|adventure-works\michael9|denise1@adventure-works.com|537-555-0190|A7B5B085-69A9-47D6-BD8C-262910496BBF
644|0|Mr.|Gregory|T.|Vanderbout|Jr.|Convenient Sales and Service|adventure-works\pamela0|gregory1@adventure-works.com|684-555-0134|9CCD22E6-5ACF-4378-BA69-1FE722239354
645|0|Mr.|Ronald|K.|Heymsfield|NULL|Superior Hardware Distributors|adventure-works\david8|ronald1@adventure-works.com|784-555-0120|6AA86A45-3E16-4C00-AB99-1E429A1C4026
646|0|Mr.|Scott|NULL|MacDonald|NULL|Yellow Bicycle Company|adventure-works\jillian0|scott7@adventure-works.com|470-555-0171|78D632CB-9993-46AC-AA5C-45B2F807F681
647|0|Mr.|Michael|NULL|Vanderhyde|NULL|Solid Bike Parts|adventure-works\jillian0|michael25@adventure-works.com|918-555-0141|F36E88F4-27E1-4636-9BD4-24DAF44C4141
648|0|Ms.|Cheryl|M.|Herring|NULL|Small Bike Shop|adventure-works\shu0|cheryl0@adventure-works.com|158-555-0154|A47D117D-1878-4160-8A37-0B1581D441D6
649|0|Mr.|Walter|J.|Mays|Sr.|Sports Products Store|adventure-works\linda3|walter1@adventure-works.com|245-555-0191|6E4F5184-9CA2-4009-A867-331DB4B4628A
650|0|Ms.|Margaret|J.|Vanderkamp|NULL|Permanent Finish Products|adventure-works\shu0|margaret2@adventure-works.com|265-555-0143|D903D48A-5B03-472E-B802-8500A3C81305
653|0|Ms.|Kara|N.|Vanderlinden|NULL|Mercantile Outlet|adventure-works\josé1|kara0@adventure-works.com|680-555-0160|8BDB709B-17BF-4604-A512-26DCE6EF0443
654|0|Mr.|Jésus|NULL|Hernandez|NULL|Online Bike Warehouse|adventure-works\josé1|jésus0@adventure-works.com|214-555-0145|1A357CAC-E4F2-4880-BE31-487D92071128
655|0|Ms.|Irene|J.|Hernandez|NULL|Operational Manufacturing|adventure-works\garrett1|irene0@adventure-works.com|790-555-0197|35645D53-FF5D-4A0E-9F3A-8024A0D90726
659|0|Mr.|Ajay|NULL|Manchepalli|NULL|Shipping Specialists|adventure-works\jae0|ajay0@adventure-works.com|1 (11) 500 555-0174|A2098F7B-3D3A-4894-90D7-C79C118845D5
660|0|Mr.|Nieves|J.|Vargas|II|Exhilarating Cycles|adventure-works\michael9|nieves0@adventure-works.com|371-555-0184|9B35A7E0-C72F-4C28-9EF9-9A8124DF7215
661|0|Mr.|Kari|NULL|Hensien|NULL|General Department Stores|adventure-works\garrett1|kari0@adventure-works.com|143-555-0129|AC14C556-2FCC-4578-AD66-D2F31FCA6C51
665|0|Mr.|Tomas|M.|Manzanares|II|Authentic Sales and Service|adventure-works\jae0|tomas0@adventure-works.com|1 (11) 500 555-0178|1FBCCC49-197B-4A5F-9AAD-42B8AE9EE999
668|0|Ms.|Kathy|R.|Marcovecchio|NULL|Official Parts Shop|adventure-works\pamela0|kathy0@adventure-works.com|942-555-0141|91A24A87-81CE-4BDB-B233-0CC9936CCB5A
669|0|Ms.|Patricia|NULL|Doyle|NULL|Racing Bike Outlet|adventure-works\david8|patricia0@adventure-works.com|899-555-0134|C8D30FD5-43D3-4D5C-B54E-3561113CAF43
670|0|Ms.|Valerie|M.|Hendricks|NULL|First Bike Store|adventure-works\jillian0|valerie0@adventure-works.com|859-555-0140|F1D69FBE-3932-4B31-A092-6C778D9CD194
671|0|Ms.|Jill|K.|Markwood|NULL|Contoso, Ltd.|adventure-works\jillian0|jill2@adventure-works.com|747-555-0113|BF1718C1-A06B-49D9-AFFA-B445E82B2B9A
672|0|Mr.|Gerald|M.|Drury|NULL|Utilitarian Sporting Goods|adventure-works\shu0|gerald0@adventure-works.com|169-555-0178|6C3F1514-0E59-467C-AD84-1FCAB936E521
673|0|Mr.|John|NULL|Hanson|NULL|Countryside Company|adventure-works\linda3|john20@adventure-works.com|107-555-0117|45CF2A2C-3D06-45F4-9009-FCD4ABC19427
674|0|Ms.|Melissa|R.|Marple|NULL|Discount Tours|adventure-works\shu0|melissa0@adventure-works.com|685-555-0117|821FF209-815B-4EAA-806F-9106F3FE9424
677|0|Ms.|Cecelia|L.|Marshall|NULL|Tire Exchange|adventure-works\josé1|cecelia0@adventure-works.com|394-555-0168|143625ED-18D6-43ED-A1C9-BA18BB5F80C9
678|0|Mr.|Reuben|NULL|D'sa|NULL|Vigorous Exercise Company|adventure-works\josé1|reuben1@adventure-works.com|916-555-0137|9AE2B1F8-8F7D-4439-99FE-2B67E38DE4EE
679|0|Ms.|Brenda|F.|Heaney|NULL|Superb Sales and Repair|adventure-works\garrett1|brenda3@adventure-works.com|393-555-0167|DAFE6766-1849-4209-9379-4EAE7A05B932
683|0|Ms.|Linda|NULL|Martin|NULL|Oils and Fluids Warehouse|adventure-works\jae0|linda8@adventure-works.com|1 (11) 500 555-0137|243EF1F5-74D0-4E3C-9B0D-C7AA926F3D64
685|0|Mr.|James|B.|Haugh|Jr.|Family Cycle Store|adventure-works\garrett1|james8@adventure-works.com|763-555-0120|8559A2D6-B981-41B4-85F9-5507BFF4DD6E
689|0|Ms.|Sandra|I.|Martinez|NULL|Consumer Equipment|adventure-works\jae0|sandra3@adventure-works.com|1 (11) 500 555-0113|AF583E23-093C-4232-B886-A1EE64BCD3C9
692|0|Ms.|Bev|L.|Desalvo|NULL|Successful Sales Company|adventure-works\pamela0|bev0@adventure-works.com|143-555-0113|9EE96279-78D5-49B7-AC4A-1C43CFB80249
693|0|Mr.|Bart|NULL|Duncan|NULL|Stock Parts and Supplies|adventure-works\david8|bart0@adventure-works.com|539-555-0121|3B38D4CB-9573-4686-A202-9179DBEFC7B8
694|0|Ms.|Ann|T.|Hass|NULL|The Accessories Store|adventure-works\jillian0|ann2@adventure-works.com|713-555-0168|D3E874DC-A10C-4055-B943-9DBD5CFE8C89
695|0|Mr.|Rob|NULL|Caron|NULL|Responsible Bike Dealers|adventure-works\jillian0|rob2@adventure-works.com|620-555-0117|77A62D9C-4ED6-4266-AE35-40CC330ACC5E
696|0|Mr.|Maciej|NULL|Dusza|NULL|Roadway Supplies|adventure-works\shu0|maciej1@adventure-works.com|962-555-0144|A0140DD4-4D10-4091-9D89-95873DAE9BB7
697|0|Mr.|Roger|NULL|Harui|NULL|Brakes and Gears|adventure-works\linda3|roger0@adventure-works.com|774-555-0133|B30CE5B4-BBFA-4A57-B5C2-EED1EF13E0BE
698|0|Mr.|Andy|NULL|Carothers|NULL|Western Bike Supplies|adventure-works\shu0|andy1@adventure-works.com|944-555-0148|6BC4FF5A-0696-4C2A-88F9-08D1DBA91B74
701|0|Ms.|Linda|R.|Ecoffey|NULL|Future Bikes|adventure-works\josé1|linda5@adventure-works.com|674-555-0188|61AE9625-8BD8-48B7-B171-8A90CBBA494C
29485|0|Ms.|Catherine|R.|Abel|NULL|Professional Sales and Service|adventure-works\linda3|catherine0@adventure-works.com|747-555-0171|392AE773-D7EC-48AC-B8D0-6E65B770285C
